state,city,WARD_NO,ward_name,area_km2,tot_p,tot_m,tot_f,p_06,no_hh,sexratio,p_lit,p_ill,p_sc,p_st,tot_work_p,mainwork_p,margwork_p,non_work_p,LST_mean,LST_min,LST_max,LST_hotspot,heat_score,UHI_all_mean,UHI_all_stdDev,UHI_built_mean,nighttemp_hotspot,ndvi_mean,nightLST_mean,treeProb_mean,vegDeficit_mean,dwBuiltProb_mean,ghslDensity_mean,dimness_mean,totalPop,popDensity,riskScore,popAtRisk,exposureRate,pop_priority_level,builtAlbedo_mean,builtAlbedo_min,builtAlbedo_max,coolRoofPriorityScore,darkRoofArea_km2,potentialCooling_C,estimatedCost_Lakhs,builtFrac_pct,coolroof_priority_level,treePriorityScore,currentCanopy_pct,canopyDeficit_ha,treesNeeded,saplingsToPlant,totalCost_Lakhs,greeningUrgency,popInLowCanopy,tree_priority_level,activityHeatScore,dayLST,nightLST,avgLST_24h,ntl_mean,activity_priority_level,informalHousingScore,buildingDensity,vegetationDeficit,nightlightDimness,informal_priority_level,riskIndex,hazardIndex,exposureIndex,vulnerabilityIndex,priority_level
Uttar Pradesh,Agra,41,Agra (M Corp.) WARD NO.-0041,0.6745202833677162,11213.0,6008.0,5205.0,1359.0,1837,866.0,7230.0,3983,2789,1,3902,3278,624,7311,45.374865680223635,42.66304808000001,47.19363358999999,0.04633603791786811,46.30114669713994,4.7170089586207355,0.8282256222982399,4.867259648899239,0.46040540802900387,0.2924538258048519,20.286687114771038,0.44189815639838803,68.25798174195428,64.71308605727634,31.315822972325815,26.863203800818095,7658.08376390046,11353.37802692234,75.37946192599047,7658.08376390046,100,Low,0.14933485438669858,0.07379525,0.28533234999999996,55.406582321560435,0.1329113276905406,15.02217152044338,252.53152261202712,65.39193538202541,Low,156.107320513532,0.09022617072017862,9.812280349581153,1472.0,1988.0,27.832,CRITICAL,7594.205350599103,Low,151.4238657405163,33.58313202375517,20.476102576373954,27.02961730006456,36.394757613735244,Medium,35.08409653831364,38.129728089254144,67.64927780151167,21.724979208280207,Low,2.599774217073638,0.9344002621923717,8.943647642512598,2.1026126103463456,Low
Uttar Pradesh,Agra,6,Agra (M Corp.) WARD NO.-0006,0.6259042647683779,14638.0,7845.0,6793.0,1610.0,2218,866.0,8538.0,6100,6104,2,5154,3920,1234,9484,45.797948728991976,44.375476100000014,47.76956996000001,0.4694190866862087,46.81120637534913,5.140092007389056,0.7005878008364951,5.031025163364875,1.4760924698567348,0.20567183081868792,21.50559585814188,0.12261190827844644,82.3290190584916,56.55119564568729,62.085248532972244,25.43896230918634,7104.150035184972,11350.218292271795,123.53622180546473,7104.150035184972,100,Low,0.16308427860360666,0.07024440000000001,0.3370601999999999,70.18465773879244,0.14128455160685363,14.563857379879778,268.4406480530219,82.43344542977256,High,172.56872531234666,0.07490708890749516,11.268985355028033,1691.0,2283.0,31.962,CRITICAL,7095.545110784791,Medium,192.37927615082043,34.683966081404655,21.491789638201688,28.08787785980317,37.63034705056085,High,45.64149831266254,69.25922460890817,85.48645754508446,17.142315710049502,Low,3.1180014788910166,1.5828251449924893,8.868575157153419,2.1594450573232002,High
Uttar Pradesh,Agra,60,Agra (M Corp.) WARD NO.-0060,0.4100219344614343,12904.0,6774.0,6130.0,1651.0,2293,905.0,8170.0,4734,2920,18,4238,3212,1026,8666,45.716339367773415,44.228501240000014,47.34744449000004,0.3878097254676476,46.47187669333205,5.0584826461704555,0.5566459140847116,5.01784130617526,1.3048456887979454,0.20500447297176355,21.4257204464893,0.0,77.36271445563263,55.50961869839923,59.85689453977362,32.025045953774075,4854.162103121888,11838.78640419043,129.0128241023064,4854.162103121888,100,Low,0.16958567739888789,0.0813954,0.39475399999999994,66.27377304731199,0.09016268591308284,14.347144086703738,171.3091032348574,84.30716099019338,Medium,167.48507578701557,0.0,6.929107409356405,1040.0,1404.0,19.656,CRITICAL,4967.733099245559,Low,170.79759209405512,34.2763623188406,21.320542857142893,27.798452587991747,33.26563183296416,Medium,49.502438774060245,63.55542040931765,84.85630583065152,24.664060603811777,Low,2.974461565532296,1.4856768220222314,8.48779776907058,2.0869195775129787,High
Uttar Pradesh,Agra,23,Agra (M Corp.) WARD NO.-0023,0.5338155378206964,17098.0,9198.0,7900.0,2126.0,2863,859.0,8779.0,8319,6958,0,5430,3941,1489,11668,45.571212039212256,39.42276512000001,47.72513570000001,0.2426823969064884,46.70040240868969,4.913355317609351,1.0522983325159332,5.057413420977962,1.0967491435131596,0.19851355418160493,21.139746457933324,0.04733319203021755,96.16813225916961,54.57475646965894,63.77815944590253,43.073568861512754,12568.106310152541,23543.912493558873,145.38519235461703,12568.106310152541,100,Medium,0.1652598156515915,0.08171784,0.31545585,68.47390841857545,0.12658455225122037,14.491339478280281,240.5106492773187,87.99588555613641,High,167.729609083482,6.758385027166296E-4,9.934985964705222,1491.0,2013.0,28.182,CRITICAL,12751.099250524187,Medium,152.82808962498532,33.08126609229553,21.11244631185811,27.09685620207682,32.6650165919385,Medium,57.55766196455837,67.54202325847466,92.78036673220844,35.82535263360742,Medium,3.107664739167688,1.3276814041768463,9.43899720201243,2.3948744493987144,High
Uttar Pradesh,Agra,35,Agra (M Corp.) WARD NO.-0035,0.8641597335250724,12552.0,6700.0,5852.0,1201.0,2339,873.0,9959.0,2593,1977,60,4482,3326,1156,8070,46.60203949630825,39.29288036000003,49.18975726999997,1.2735098540024836,47.873687751035334,5.9441827747052844,1.2825041845056093,6.172516452164192,0.7585364415825668,0.1601895844321233,20.828070341038792,0.14102371149448695,95.65390315675678,42.35661185969062,54.37428998306871,54.31603353532634,15509.846325848148,17947.892876911224,179.0726117697435,15509.846325848148,100,High,0.1756138356171862,0.06304213333333332,0.42011195,70.02656665749815,0.1718158094001841,14.146205479427126,326.45003786034977,79.92212539616199,High,203.4376889328488,0.034892189538637576,15.378879673687997,2307.0,3115.0,43.61,CRITICAL,15440.632478302605,High,130.6598217912973,32.88513336867218,20.774233609927517,26.829683489299846,28.46343757452503,Low,58.798766667191984,58.33069235994027,92.5838058635121,45.40741610775287,Medium,3.165078671748022,1.530889981139306,9.649294821145341,2.1464163677547523,High
Uttar Pradesh,Agra,45,Agra (M Corp.) WARD NO.-0045,1.2481459731196616,19005.0,9941.0,9064.0,2119.0,3407,912.0,12714.0,6291,1364,22,6287,5283,1004,12718,45.98058236219452,43.70383517000005,47.338899440000034,0.6520527198887507,46.57975994382566,5.322725640591561,0.4148086362777057,5.321002035884691,0.9073874545672875,0.15791448028967184,20.784204751775977,0.0,97.51330642203814,48.40827034913364,67.91979829362747,38.52697314805216,23707.208682609995,18993.939165108495,166.3523513835736,23707.208682609995,100,Medium,0.19188239982548194,0.08972525,0.3887961666666666,55.26635713344818,0.2605223856975422,13.603920005817267,494.9925328253302,96.5279923593359,Low,186.9779400577178,0.0,23.918000186276245,3588.0,4844.0,67.816,CRITICAL,23962.089096338605,High,156.3935754330065,33.24666392993982,20.923084622912235,27.084874276426028,33.46333737197482,Medium,59.78819933160814,75.7187578137806,98.17104788316634,30.314361180611463,Medium,2.900132002826329,1.3805278382560222,10.0735766250712,1.7539791820662323,Medium
Uttar Pradesh,Agra,17,Agra (M Corp.) WARD NO.-0017,3.650316617111224,25059.0,13568.0,11491.0,4179.0,4179,847.0,12919.0,12140,8401,32,7766,5898,1868,17293,46.27453843160578,37.495001839999986,51.416597300000035,0.9460087893000093,48.669395666891106,5.6166817100028155,2.1839096068094626,6.040658441528017,-0.5327695363504797,0.25204390844200514,19.471627712488026,1.5777464968281183,81.16783541289116,36.223473969198764,47.23575373955705,78.62869104955398,32102.169094197892,8794.351959420661,169.63260977470412,32102.169094197892,100,Medium,0.17009823445178726,0.04944421666666666,0.2719144,20.65869706039081,0.4152573984753247,14.33005885160709,788.9890571031169,43.78665748107482,Low,198.1193205963984,0.004688644719568282,55.784176806602574,8368.0,11297.0,158.158,CRITICAL,29697.489540287097,High,13.138672918728576,31.953434036330076,19.48292763199447,25.718180834162276,17.06332585986429,Low,56.38241105469086,43.65002882198204,77.8150537471993,70.48533915075072,Medium,2.6549621817237696,0.8058956944958392,10.376710029920995,2.2378784862130887,Low
Uttar Pradesh,Agra,15,Agra (M Corp.) WARD NO.-0015,0.3254159356714596,21477.0,11426.0,10051.0,2616.0,3564,880.0,13030.0,8447,9026,0,7227,5594,1633,14250,45.02981965759703,43.832010920000016,47.22952280000004,-0.29870998470873644,45.97487637727913,4.371962935994069,0.5870092719268293,4.359195922873564,1.4382738461478384,0.1774402565250609,21.46871709750084,0.02109432353082058,96.52556810972528,55.87670063773924,73.180204758549,45.63720694066419,4192.335458433861,12883.00602053628,128.97399914286572,4192.335458433861,100,Low,0.16794711438281648,0.08538626666666667,0.2744225,60.16294976032142,0.08342006913758468,14.401762853906115,158.49813136141088,97.06302840469708,Medium,136.1453549229086,0.020922365085219125,6.30685601469327,947.0,1279.0,17.906,CRITICAL,4285.598792551078,Low,148.94597076664857,34.08645186335407,21.453971014492787,27.77021143892343,26.496926593009356,Medium,65.72677840126786,81.09639709283597,97.69213131489131,36.68182866067955,High,3.0139913221271915,1.3038839094879784,8.341251748366924,2.5174209253334725,High
Uttar Pradesh,Agra,37,Agra (M Corp.) WARD NO.-0037,6.443387660078787,23182.0,12421.0,10761.0,3536.0,3820,866.0,14672.0,8510,4176,765,7342,5427,1915,15840,47.1761812457937,38.05213909999998,51.93613634000002,1.8476516034879324,49.37068475235863,6.51832452419075,1.7465942030168795,6.524978608551612,0.029248951054179902,0.21633528539500307,19.857060563987307,0.3549364794553529,82.44656744303106,45.76397274120908,47.27974352652821,86.85395566717526,25872.97812882966,4015.4309338130524,190.25150149146677,25872.97812882966,100,High,0.1614219009118448,0.06417640000000001,0.48502209999999996,38.3605969091783,0.8249566156321251,14.61926996960517,1567.4175697010378,46.19471087236709,Low,216.27849645935672,0.05433661779835734,101.65946935866924,15249.0,20587.0,288.218,CRITICAL,25444.321800964957,High,51.98166209238182,33.273055156343595,20.04494611939913,26.65900063787136,13.732440897776817,Low,56.51926712221707,41.826855598834975,70.6952189894786,81.82898183226992,Medium,3.1832428220261,1.2870571666017088,10.1609930371822,2.466467029477489,High
Uttar Pradesh,Agra,5,Agra (M Corp.) WARD NO.-0005,0.881429081483514,25302.0,13522.0,11780.0,3048.0,4053,871.0,15705.0,9597,9227,15,9045,6608,2437,16257,46.481518169943264,44.604483440000024,47.718299660000014,1.152988527637497,47.09526795082914,5.823661448340342,0.5370289412166634,5.84582452143402,1.3726694983217438,0.15956526852914008,21.32105484448657,0.0,96.65745173017854,49.33278513802215,73.65218773550073,21.700871294715032,12078.82912738276,13703.688000687642,146.94158789199835,12078.82912738276,100,Medium,0.1790001666936,0.08519310833333332,0.31984676666666667,75.41624236754737,0.20861570898169185,14.03332777688,396.3698470652145,97.80135349731802,High,198.36796172587188,0.0,17.21114270560457,2582.0,3486.0,48.804,CRITICAL,12057.770337572285,High,195.67003517902054,35.11983660130721,21.38836666666669,28.254101633986952,35.83950340420592,High,47.36892549069848,82.46144114598881,98.06120004699913,14.725084804745668,Low,3.11340850861233,1.7978643895903392,9.399292326304554,1.7858962967834244,High
Uttar Pradesh,Agra,3,Agra (M Corp.) WARD NO.-0003,0.5525213590292054,14518.0,7667.0,6851.0,1804.0,2582,894.0,6812.0,7706,7422,165,4764,3547,1217,9754,44.69807400984572,39.42276512000001,46.95949922,-0.6304556324600483,46.004835342230805,4.04021728824277,1.2823591568021178,4.3943009082128395,1.22072519190353,0.23832803893187274,21.205697794892984,0.25246228558804923,91.62315635460452,55.57073648021477,45.37791116340275,19.429137309994815,9805.519743033017,17746.860972508963,57.80403305264238,9805.519743033017,100,Low,0.15440704233403693,0.0673418875,0.6539354,49.968327401742066,0.1316975091552428,14.853098588865436,250.22526739496135,81.85743376697611,Low,118.67427149045677,0.025892276693693397,10.25169978494025,1538.0,2077.0,29.078,CRITICAL,10220.901867660825,Low,171.50504312580898,33.151322981366484,21.23642236024848,27.19387267080748,39.484929221017026,High,35.20887361298477,54.828239076160436,86.94601532625865,18.583011074915465,Low,2.7516744208426642,1.0733366164095626,9.19080272335942,2.1120381104297934,Low
Uttar Pradesh,Agra,1,Agra (M Corp.) WARD NO.-0001,0.3349149614823978,25557.0,13702.0,11855.0,3597.0,4086,865.0,13579.0,11978,18442,4,8821,7422,1399,16736,45.89468436065882,44.23191926000004,46.83303248000004,0.5661547183530544,46.428935060197674,5.236827639055922,0.4950988148801009,5.257397247418956,1.2088342602265085,0.16869435854950576,21.24755118342173,0.0,93.26089125019368,45.17919496617558,84.8420126979197,50.19864663329414,4319.00241172641,12895.818068591734,169.58722516559476,4319.00241172641,100,Medium,0.17646234726636803,0.08829627142857142,0.24913965,69.8951348127511,0.07995234669503341,14.117921757787732,151.9094587205635,96.62006501088773,High,173.01404372086338,0.0,6.4256760541570745,964.0,1302.0,18.228,CRITICAL,4421.546770791446,Medium,156.27251452687355,34.408008333333356,21.22453142857146,27.816269880952408,28.612415303708378,Medium,69.74983770081958,88.24551637979695,95.92836275341304,40.676222733626616,High,3.108837972832717,1.5018615195787781,8.371011239508002,2.389936977839694,High
Uttar Pradesh,Agra,80,Agra (M Corp.) WARD NO.-0080,0.7748206682092783,22570.0,11435.0,11135.0,3444.0,3459,974.0,11617.0,10953,2892,25,7037,4751,2286,15533,44.92410209238613,41.69233040000006,46.71169277000001,-0.4044275499196388,45.858351654015856,4.2662453707832135,1.0423497683967022,4.493910780564543,-0.021754622411589968,0.23645424123141529,20.27581549163457,0.2970502645509219,82.64209054133941,54.256825934572895,60.23431762423758,42.91745948816195,8986.225933897726,11597.813923402666,110.12477580970167,8986.225933897726,100,Low,0.17582131040207874,0.07324485,0.39677589999999996,47.49169142054831,0.15680551024472825,14.139289653264042,297.9304694649836,81.48601035421522,Low,133.9382772051898,0.05282217400614032,13.694284498479428,2055.0,2775.0,38.85,CRITICAL,9325.42401942833,Low,101.92324421256174,32.65432521395658,19.993942545933358,26.32413387994497,31.586696478532964,Low,53.47429452319455,63.13638992690648,80.71325066250009,36.13680479777694,Low,2.128656949041944,0.526743459981073,9.10355950742223,2.011437965351978,Low
Uttar Pradesh,Agra,89,Agra (M Corp.) WARD NO.-0089,0.9756141782106683,22866.0,12270.0,10596.0,3242.0,3490,864.0,12864.0,10002,4099,53,7273,6200,1073,15593,45.39343666838604,41.83930526000006,46.92531902000002,0.06490702608027021,46.18898773436945,4.735579946783127,1.0256690642293194,4.978675628589038,0.3494498904786102,0.20550147872906901,20.401705657683422,0.35291049214826076,93.68873048023497,51.66343071145102,70.02004473685413,43.51111496190998,11261.982036545698,11543.479264724107,139.85432895210755,11261.982036545698,100,Medium,0.17805905448778964,0.06872592857142858,0.3595388749999999,58.174658941469644,0.21277785327657417,14.064698183740346,404.27792122549096,89.42702147119655,Medium,159.42198481534388,0.0057485085576223,18.554605090706406,2784.0,3759.0,52.626,CRITICAL,11257.973338617061,Low,136.77280064159618,33.531123867193976,20.365147058823563,26.948135463008768,30.828553681607012,Low,58.48007638130776,70.97550376046298,89.09808893506019,34.827478580645845,Medium,2.5786664848985077,0.8850025790143783,9.329276701137937,2.0767920696110225,Low
Uttar Pradesh,Agra,36,Agra (M Corp.) WARD NO.-0036,0.49213039570794986,13472.0,7186.0,6286.0,1581.0,2318,875.0,9478.0,3994,1699,7,4752,2978,1774,8720,46.41461603409202,45.458988439999985,47.42776796000004,1.086086391786253,46.985278638227626,5.756759312489085,0.41644140981504896,5.759020880608662,1.1803266411788835,0.16113245683780023,21.102100982893894,0.0,98.10037779868493,45.778937679730866,60.7516683401542,39.824669585559086,6097.210541698978,12389.420760991381,172.26062614632187,6097.210541698978,100,High,0.19325858346104605,0.0907384,0.32909019999999994,58.42386820432544,0.10454242966426633,13.55804721796513,198.63061636210603,99.50603980235853,Medium,191.35279153118364,0.0,9.744857151084034,1462.0,1974.0,27.636,CRITICAL,5943.526144498937,High,172.0986088609387,35.40218820861682,21.196023809523833,28.29910600907033,30.362495377362322,High,60.746283867137294,74.26170115789597,99.10731456415597,31.129048113745878,Medium,2.9610084527666314,1.6762470584177418,8.715750653304914,1.7769537146830652,Medium
Uttar Pradesh,Agra,64,Agra (M Corp.) WARD NO.-0064,1.6783720618915694,15047.0,7965.0,7082.0,1600.0,2929,889.0,11491.0,3556,803,12,5819,4187,1632,9228,44.55556338358578,41.42572484000004,47.72513570000001,-0.7729662587199897,46.116707832406846,3.897706661982787,1.2397403922551606,4.121207355695061,1.2560630341023846,0.2568907544116205,21.2672209630776,0.0016159263991525328,84.1449054656207,67.29182669521992,54.22599771203136,1.5565789173982862,22103.452240109917,13169.57827288828,23.615831513488384,22103.452240109917,100,Low,0.15573477827054805,0.0629,0.3941099666666666,45.900679680682536,0.41307909953142774,14.808840724315063,784.8502891097127,85.30084566198987,Low,109.01056127517663,0.0016515546889564437,29.1167790036012,4368.0,5897.0,82.558,CRITICAL,22317.094580018285,Low,182.36351066332958,33.257515856236814,21.271760202447332,27.264638029342073,45.31617086467606,High,17.80266052210267,61.92586243016373,84.04383288796006,0.6279426245015977,Low,2.7714019108193915,1.0394651320194404,10.003534326044242,2.0470815478061812,Low
Uttar Pradesh,Agra,58,Agra (M Corp.) WARD NO.-0058,1.1750461463251256,19335.0,10469.0,8866.0,2335.0,3323,847.0,13646.0,5689,3167,15,6328,5257,1071,13007,45.772758898074585,37.08825746000002,50.967127670000025,0.44422925576881767,48.35973259283955,5.114902176471602,2.638547918313279,6.005798633680096,0.781291677643922,0.2160290993390157,20.772715102832265,0.9494598114687918,89.76441441230453,47.69604194669753,63.701274509226316,40.2433407577014,7760.206128318638,6604.171378790644,131.00883888117366,7760.206128318638,100,Medium,0.16056377976100197,0.03964585999999999,0.30289125,67.22134032560602,0.24973105278813207,14.647874007966598,474.48900029745096,76.21001168078175,Medium,171.81097683044334,0.18738472977844473,21.19709963723968,3180.0,4293.0,60.102,CRITICAL,7643.343878353342,Medium,137.33880785305826,33.184107999774696,20.796988845988874,26.990548422881787,29.96161964224214,Low,48.679613821533486,63.53314292853337,87.08984391029898,35.9216710501887,Low,2.940952853483561,1.2412557193985494,8.956893030006484,2.2879447718531454,Medium
Uttar Pradesh,Agra,24,Agra (M Corp.) WARD NO.-0024,9.84376774133004,18496.0,10066.0,8430.0,2468.0,3128,837.0,12318.0,6178,3978,16,6816,4894,1922,11680,45.606233754293875,37.41980540000003,51.15340975999999,0.2777041119881076,48.339838900213756,4.948377032690999,2.2173086898126244,5.030687222682444,-0.43050515991761285,0.2758231348603125,19.250582117137267,7.6486741826015825,86.56035861890042,36.266834919373196,46.962014502444795,83.56895058461234,22946.191896950986,2331.0375153010887,157.84979554224452,22946.191896950986,100,Medium,0.1773157847453888,0.0708207,0.36031414999999994,0.0,1.0351165524344337,14.089473841820373,1966.7214496254242,42.85576088684728,Low,171.37177575317185,0.16540253154470375,170.27137031237814,25541.0,34481.0,482.734,CRITICAL,20195.362040783384,Medium,22.155078416118315,32.8680444967161,19.585192008427335,26.22661825257172,11.36250711271415,Low,62.25987493803373,48.12409866610497,83.42823360120445,76.98128695292255,Medium,2.31302621688559,0.5676343994316747,10.04095085057108,2.171191440411117,Low
Uttar Pradesh,Agra,62,Agra (M Corp.) WARD NO.-0062,0.9552543184222243,15723.0,8422.0,7301.0,1856.0,2691,867.0,8589.0,7134,3014,126,5134,4066,1068,10589,45.48956409462066,42.97750592,47.49612836000006,0.16103445231489388,46.43912050500094,4.831707373017723,0.7774941335460398,4.96778590751813,1.305883620677376,0.23161432919085242,21.25590850279376,0.0049203693278338624,89.76420388376856,58.724666776052125,59.40828912519692,25.1686100808058,11775.838143621702,12327.437747752487,105.09765914018907,11775.838143621702,100,Low,0.16797145221198184,0.0699033,0.3209439,62.60642908836335,0.20730312130519365,14.400951592933938,393.875930479868,82.18432441426751,Medium,163.99021839814407,0.0,17.21960675607861,2583.0,3488.0,48.832,CRITICAL,12019.173124634986,Low,171.55422095688627,33.402123270440285,21.321580789022327,27.361852029731306,36.26749929141649,High,41.39930157610004,60.001749982472354,85.7248601459664,18.116485621512638,Low,2.9422139304643022,1.4038499855665332,9.373890012316837,1.9354510274271994,Medium
Uttar Pradesh,Agra,14,Agra (M Corp.) WARD NO.-0014,2.2477517139371495,18072.0,10530.0,7542.0,1946.0,2868,716.0,12114.0,5958,3386,80,5770,5067,703,12302,44.207426113545225,39.200593819999995,47.57132480000001,-1.1211035287605426,45.72057840856617,3.5495693919422884,1.1432928432097176,3.98024691615408,1.0825653678708174,0.310900060611722,21.09134692107361,2.12734895317494,66.16557564304092,55.57719978201727,38.37657000696965,42.51922585268916,20483.595114823882,9112.926035298147,23.368653150549303,20483.595114823882,100,Low,0.162048208212758,0.06835240000000001,0.37784599999999996,6.311083838090151,0.3043795001922154,14.598393059574732,578.3210503652092,49.08058389318698,Low,45.889520366690206,0.49859732948476143,30.793400618172587,4620.0,6237.0,87.318,CRITICAL,20143.94106624827,Low,162.22871647549303,33.98763208528344,21.098262536215763,27.5429473107496,30.113265362081606,Medium,35.791540894053746,34.36433011294493,50.44552190888769,41.73320934385553,Low,2.544931861496664,0.8700175090946445,9.927428424827081,1.9083750034960356,Low
Uttar Pradesh,Agra,75,Agra (M Corp.) WARD NO.-0075,0.4089597242115972,17397.0,9622.0,7775.0,2677.0,2683,808.0,6602.0,10795,3039,197,5008,3277,1731,12389,46.61220095750416,44.61644651,48.241256720000024,1.28367131519839,47.3080020758227,5.954344235901227,0.5099834592845386,5.978941049632013,0.4783345776868227,0.14743385632663725,20.348290351847144,0.0,93.0277812752841,36.861093875319,75.05009353974089,56.33487442517896,3774.3153931561624,9229.063816571135,191.43213666224102,3774.3153931561624,100,High,0.18773256154317275,0.0974349,0.31354555,66.67831320392314,0.08842638156801545,13.742247948560907,168.01012497922935,96.29805274499638,Medium,193.43880613385957,0.0,7.756731108372003,1164.0,1572.0,22.008,CRITICAL,3796.585211271398,High,138.93636621818962,35.17428888888892,20.494031746031773,27.834160317460345,24.70383383646732,Low,70.86265329893092,83.28675908160037,96.73941070787075,45.983373936637264,High,2.8961066165641283,1.3928026343233593,8.236239206049135,2.1175082281324435,Medium
Uttar Pradesh,Agra,65,Agra (M Corp.) WARD NO.-0065,2.5950620782972305,24518.0,12932.0,11586.0,2808.0,4778,896.0,18260.0,6258,4199,278,8341,6404,1937,16177,44.19300517663768,37.69666502000007,47.771278970000026,-1.1355244656680838,45.92654310977528,3.5351484550347294,1.5922836855320326,4.326352338268719,0.22817755050348185,0.303377021694754,20.040295184305574,7.889248216105797,83.7957153941582,45.69779822096167,56.2789641070706,46.49182403026996,29762.594362804943,11468.933483985822,36.36911272676603,29762.594362804943,100,Low,0.1776157053515856,0.07553101666666667,0.38154596666666657,NaN,0.346249036425527,14.079476488280479,657.8731692085014,54.511124019192124,Low,46.42563925453022,0.3710048545379046,44.80615262142541,6721.0,9074.0,127.036,CRITICAL,26779.55559484445,Low,99.32352127086925,32.662717836257336,20.243874718848435,26.453296277552887,23.863345597258782,Low,49.905692499934354,55.28600407734293,74.85445452693833,44.31832516210448,Low,2.026749612858559,0.4377116829478603,10.301041259973973,1.8464222758663675,Low
Uttar Pradesh,Agra,77,Agra (M Corp.) WARD NO.-0077,0.4131412038774617,13122.0,7019.0,6103.0,1510.0,2101,869.0,8012.0,5110,1261,0,4376,3336,1040,8746,46.59252221948122,44.83690880000006,48.50786228000004,1.2639925771754505,47.67645302584438,5.934665497878284,0.9127125202270998,5.937697021184937,1.550072605666385,0.14674139408799597,21.56800298698382,0.0,98.12693147764132,47.551351257633335,87.06037142036932,28.898090373051033,5790.557065148447,14015.92726845501,171.05274613595762,5790.557065148447,100,High,0.17563556259760804,0.08361865,0.37586013333333335,80.61146699620862,0.1024161417257881,14.145481246746396,194.59066927899738,99.66523495641081,High,196.40686787964069,0.0,8.193799670523992,1230.0,1661.0,23.254,CRITICAL,5991.909432504692,High,184.53220752852718,34.29554210384722,21.565769774011336,27.930655938929277,37.00611593774025,High,58.075972980265924,93.32999703117639,99.08396904882669,21.316409295632678,Medium,3.2575212963609337,1.871369504775276,8.664156457582676,2.131944804069598,High
Uttar Pradesh,Agra,68,Agra (M Corp.) WARD NO.-0068,2.0976153223692737,15602.0,8372.0,7230.0,1954.0,2809,864.0,11775.0,3827,794,4,5212,3583,1629,10390,42.34338575823366,35.31088706000003,46.06739600000003,-2.9851438840721087,44.509569133230116,1.6855290366307316,2.199222715732038,3.848791158292511,-0.1589448513107235,0.4081104363276129,19.590229190490295,22.738445146348912,78.56196944788599,31.43635043233267,47.1270111383455,59.78554345508203,14576.441339560119,6949.053615367335,30.837038757767015,14576.441339560119,100,Low,0.1829412774847031,0.07393356000000001,0.5482568,43.13758998917375,0.13764190272546334,13.901957417176563,261.5196151783803,28.027931338188427,Low,44.652648688459244,0.5688735468612911,29.388563427016805,4409.0,5953.0,83.342,CRITICAL,9543.875827116124,Low,57.381884520627224,32.41103578873591,19.85675231703423,26.13389405288507,18.28634619564498,Low,43.18588626281862,38.38600713317651,61.771446134653054,51.28180491415188,Low,1.523164213580711,0.24183427653551598,9.587230499048436,1.524155079161185,Low
Uttar Pradesh,Agra,63,Agra (M Corp.) WARD NO.-0063,0.6035395887064214,11422.0,5908.0,5514.0,1271.0,2051,933.0,8220.0,3202,1371,0,3650,3171,479,7772,45.6745302723177,43.38766831999999,47.48587429999998,0.34600063001193604,46.65668926086773,5.016673550714761,0.8809904082044351,5.221094456447281,1.5156284130504312,0.22158162213257257,21.516118835695423,0.0,72.2754636233731,54.061143763291405,57.13870554122396,18.018348130502634,7960.925084910674,13190.394190998282,91.10414277426659,7960.925084910674,100,Low,0.16357165120955883,0.07130184166666667,0.3190445333333333,67.88177251025346,0.13522077519305642,14.547611626348036,256.91947286680715,82.11132122105208,Medium,168.8329215342905,0.0,10.204639926992092,1531.0,2067.0,28.938,CRITICAL,7825.604059795306,Medium,192.16935087813124,34.069684754521994,21.531325581395382,27.80050516795869,40.745240673748164,High,36.95598942762227,62.97169137810618,80.28956971496604,11.164310658819675,Low,2.995531784675785,1.5380065095953652,8.982426094436704,1.9456735280765716,High
Uttar Pradesh,Agra,57,Agra (M Corp.) WARD NO.-0057,10.75162776781551,20293.0,10879.0,9414.0,2850.0,3385,865.0,12442.0,7851,3648,0,7377,6339,1038,12916,44.72593913078642,37.41980539999997,51.78061643000001,-0.6025905115193453,48.66507946011612,4.068082409183444,3.7921854341108614,5.885464214621413,-1.5601551253783073,0.36337559099742633,18.292564709577526,20.66774431546609,82.74367261584553,19.714492030874506,44.783232893527604,65.72959140153233,23715.097055855913,2205.7215491449524,91.71496400720189,23715.097055855913,100,Low,0.16523903497955764,0.0743713,0.4205664,0,0.4843241188998337,14.492032167348079,920.215825909684,16.7135139751662,Low,119.05894127841361,1.8618094538584942,140.21903082443512,21033.0,28395.0,397.53,CRITICAL,16676.550984377023,Low,0.0,32.17701238679905,18.45554204296664,25.316277214882845,9.773117354427754,Low,46.932508104078245,35.64120308384829,69.76899689210522,72.9202823206133,Low,1.686287205466095,0.24353160965850118,10.073909297239862,1.9545251314713452,Low
